ACC,F1,FDR,FN,FNR,FP,FPR,G,MCC,MODEL,NGENES,NGENES_AFFECTED,NMARKERS,NMARKERS_CAUSAL,NPV,NSAMPLES,PPV,REP,RSS,SIZE,TN,TNR,TP,TPR,TRANS
,,,0,,0,,,,NBinomial3,1000,1,100,1,,1000,,7,,1.5,0,,0,,none
,,,0,,0,,,,NBinomial4,1000,1,100,1,,1000,,7,,1.5,0,,0,,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,7,,1.5,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,7,,1.5,0,,0,,boxcox
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,7,,1.5,0,,0,,log
,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,7,,1.5,0,,0,,none
,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,8,,1.5,0,,0,,none
,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,8,,1.5,0,,0,,none
,,,0,,0,,,,NBinomial2,1000,1,100,1,,1000,,8,,1.5,0,,0,,none
0.99977,,1.0,21,1.0,2,2.000420088218526e-05,0.0,-6.481486098560264e-05,NBinomial3,1000,1,100,1,0.999789995799916,1000,0.0,8,,1.5,99977,0.9999799957991178,0,0.0,none
,,,0,,0,,,,NBinomial4,1000,1,100,1,,1000,,8,,1.5,0,,0,,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,8,,1.5,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,8,,1.5,0,,0,,boxcox
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,8,,1.5,0,,0,,log
,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,8,,1.5,0,,0,,none
,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,9,,1.5,0,,0,,none
,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,9,,1.5,0,,0,,none
,,,0,,0,,,,NBinomial2,1000,1,100,1,,1000,,9,,1.5,0,,0,,none
,,,0,,0,,,,NBinomial3,1000,1,100,1,,1000,,9,,1.5,0,,0,,none
,,,0,,0,,,,NBinomial4,1000,1,100,1,,1000,,9,,1.5,0,,0,,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,9,,1.5,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,9,,1.5,0,,0,,boxcox
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,9,,1.5,0,,0,,log
,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,9,,1.5,0,,0,,none
,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,1,,2,0,,0,,none
,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,1,,2,0,,0,,none
,,,0,,0,,,,NBinomial2,1000,1,100,1,,1000,,1,,2,0,,0,,none
,,,0,,0,,,,NBinomial3,1000,1,100,1,,1000,,1,,2,0,,0,,none
,,,0,,0,,,,NBinomial4,1000,1,100,1,,1000,,1,,2,0,,0,,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,1,,2,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,1,,2,0,,0,,boxcox
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,1,,2,0,,0,,log
,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,1,,2,0,,0,,none
,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,10,,2,0,,0,,none
,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,10,,2,0,,0,,none
,,,0,,0,,,,NBinomial2,1000,1,100,1,,1000,,10,,2,0,,0,,none
,,,0,,0,,,,NBinomial3,1000,1,100,1,,1000,,10,,2,0,,0,,none
0.99981,0.17391304347826084,0.0,19,0.9047619047619048,0,0.0,0.3086066999241838,0.3085773803085508,NBinomial4,1000,1,100,1,0.999809996199924,1000,1.0,10,37.868695740821096,2,99979,1.0,2,0.09523809523809523,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,10,,2,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,10,,2,0,,0,,boxcox
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,10,,2,0,,0,,log
,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,10,,2,0,,0,,none
,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,2,,2,0,,0,,none
,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,2,,2,0,,0,,none
,,,0,,0,,,,NBinomial2,1000,1,100,1,,1000,,2,,2,0,,0,,none
,,,0,,0,,,,NBinomial3,1000,1,100,1,,1000,,2,,2,0,,0,,none
,,,0,,0,,,,NBinomial4,1000,1,100,1,,1000,,2,,2,0,,0,,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,2,,2,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,2,,2,0,,0,,boxcox
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,2,,2,0,,0,,log
,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,2,,2,0,,0,,none
,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,3,,2,0,,0,,none
,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,3,,2,0,,0,,none
,,,0,,0,,,,NBinomial2,1000,1,100,1,,1000,,3,,2,0,,0,,none
0.99977,,1.0,21,1.0,2,2.000420088218526e-05,0.0,-6.481486098560264e-05,NBinomial3,1000,1,100,1,0.999789995799916,1000,0.0,3,,2,99977,0.9999799957991178,0,0.0,none
,,,0,,0,,,,NBinomial4,1000,1,100,1,,1000,,3,,2,0,,0,,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,3,,2,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,3,,2,0,,0,,boxcox
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,3,,2,0,,0,,log
,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,3,,2,0,,0,,none
,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,4,,2,0,,0,,none
,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,4,,2,0,,0,,none
,,,0,,0,,,,NBinomial2,1000,1,100,1,,1000,,4,,2,0,,0,,none
,,,0,,0,,,,NBinomial3,1000,1,100,1,,1000,,4,,2,0,,0,,none
,,,0,,0,,,,NBinomial4,1000,1,100,1,,1000,,4,,2,0,,0,,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,4,,2,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,4,,2,0,,0,,boxcox
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,4,,2,0,,0,,log
,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,4,,2,0,,0,,none
,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,5,,2,0,,0,,none
,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,5,,2,0,,0,,none
,,,0,,0,,,,NBinomial2,1000,1,100,1,,1000,,5,,2,0,,0,,none
0.99978,,1.0,21,1.0,1,1.000210044109263e-05,0.0,-4.583079856657992e-05,NBinomial3,1000,1,100,1,0.999789997899979,1000,0.0,5,,2,99978,0.9999899978995589,0,0.0,none
,,,0,,0,,,,NBinomial4,1000,1,100,1,,1000,,5,,2,0,,0,,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,5,,2,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,5,,2,0,,0,,boxcox
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,5,,2,0,,0,,log
,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,5,,2,0,,0,,none
,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,6,,2,0,,0,,none
,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,6,,2,0,,0,,none
,,,0,,0,,,,NBinomial2,1000,1,100,1,,1000,,6,,2,0,,0,,none
,,,0,,0,,,,NBinomial3,1000,1,100,1,,1000,,6,,2,0,,0,,none
,,,0,,0,,,,NBinomial4,1000,1,100,1,,1000,,6,,2,0,,0,,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,6,,2,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,6,,2,0,,0,,boxcox
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,6,,2,0,,0,,log
,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,6,,2,0,,0,,none
,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,7,,2,0,,0,,none
,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,7,,2,0,,0,,none
,,,0,,0,,,,NBinomial2,1000,1,100,1,,1000,,7,,2,0,,0,,none
0.99976,,1.0,21,1.0,3,3.0006301323277887e-05,0.0,-7.938206550133383e-05,NBinomial3,1000,1,100,1,0.999789993699811,1000,0.0,7,,2,99976,0.9999699936986767,0,0.0,none
,,,0,,0,,,,NBinomial4,1000,1,100,1,,1000,,7,,2,0,,0,,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,7,,2,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,7,,2,0,,0,,boxcox
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,7,,2,0,,0,,log
,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,7,,2,0,,0,,none
,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,8,,2,0,,0,,none
,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,8,,2,0,,0,,none
,,,0,,0,,,,NBinomial2,1000,1,100,1,,1000,,8,,2,0,,0,,none
,,,0,,0,,,,NBinomial3,1000,1,100,1,,1000,,8,,2,0,,0,,none
0.99982,0.25,0.0,18,0.8571428571428571,0,0.0,0.3779644730092272,0.37793045365513595,NBinomial4,1000,1,100,1,0.999819994599838,1000,1.0,8,11.054464846494179,2,99979,1.0,3,0.14285714285714285,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,8,,2,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,8,,2,0,,0,,boxcox
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,8,,2,0,,0,,log
,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,8,,2,0,,0,,none
,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,9,,2,0,,0,,none
,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,9,,2,0,,0,,none
,,,0,,0,,,,NBinomial2,1000,1,100,1,,1000,,9,,2,0,,0,,none
0.99978,,1.0,21,1.0,1,1.000210044109263e-05,0.0,-4.583079856657992e-05,NBinomial3,1000,1,100,1,0.999789997899979,1000,0.0,9,,2,99978,0.9999899978995589,0,0.0,none
,,,0,,0,,,,NBinomial4,1000,1,100,1,,1000,,9,,2,0,,0,,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,9,,2,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,9,,2,0,,0,,boxcox
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,9,,2,0,,0,,log
,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,9,,2,0,,0,,none
0.9998,0.0909090909090909,0.0,20,0.9523809523809523,0,0.0,0.21821789023599236,0.2181960671375283,Binomial,1000,1,100,1,0.99979999799998,1000,1.0,1,105.60981758311028,3,99979,1.0,1,0.047619047619047616,none
,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,1,,3,0,,0,,none
,,,0,,0,,,,NBinomial2,1000,1,100,1,,1000,,1,,3,0,,0,,none
0.99977,0.08,0.75,20,0.9523809523809523,3,3.0006301323277887e-05,0.10910894511799618,0.10903092286337844,NBinomial3,1000,1,100,1,0.99979999199968,1000,0.25,1,0.7049339976053002,3,99976,0.9999699936986767,1,0.047619047619047616,none
0.99983,0.37037037037037035,0.16666666666666666,16,0.7619047619047619,1,1.000210044109263e-05,0.44543540318737396,0.44538328146157774,NBinomial4,1000,1,100,1,0.999839990399424,1000,0.8333333333333334,1,1.8597323403858184,3,99978,0.9999899978995589,5,0.23809523809523808,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,1,,3,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,1,,3,0,,0,,boxcox
0.9998,0.0909090909090909,0.0,20,0.9523809523809523,0,0.0,0.21821789023599236,0.2181960671375283,Normal,1000,1,100,1,0.99979999799998,1000,1.0,1,105.60981758311028,3,99979,1.0,1,0.047619047619047616,log
,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,1,,3,0,,0,,none
,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,10,,3,0,,0,,none
,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,10,,3,0,,0,,none
,,,0,,0,,,,NBinomial2,1000,1,100,1,,1000,,10,,3,0,,0,,none
0.99981,0.24,0.25,18,0.8571428571428571,1,1.000210044109263e-05,0.32732683535398854,0.3272760945343389,NBinomial3,1000,1,100,1,0.999819992799712,1000,0.75,10,0.6230133111457645,3,99978,0.9999899978995589,3,0.14285714285714285,none
0.99984,0.3846153846153846,0.0,16,0.7619047619047619,0,0.0,0.4879500364742666,0.48791099695772966,NBinomial4,1000,1,100,1,0.9998399919995999,1000,1.0,10,6.196664643814421,3,99979,1.0,5,0.23809523809523808,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,10,,3,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,10,,3,0,,0,,boxcox
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,10,,3,0,,0,,log
,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,10,,3,0,,0,,none
,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,2,,3,0,,0,,none
,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,2,,3,0,,0,,none
,,,0,,0,,,,NBinomial2,1000,1,100,1,,1000,,2,,3,0,,0,,none
0.99979,0.08695652173913042,0.5,20,0.9523809523809523,1,1.000210044109263e-05,0.1543033499620919,0.15425628272378258,NBinomial3,1000,1,100,1,0.99979999599992,1000,0.5,2,0.5343083553660183,3,99978,0.9999899978995589,1,0.047619047619047616,none
0.99984,0.3846153846153846,0.0,16,0.7619047619047619,0,0.0,0.4879500364742666,0.48791099695772966,NBinomial4,1000,1,100,1,0.9998399919995999,1000,1.0,2,3.68340197593837,3,99979,1.0,5,0.23809523809523808,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,2,,3,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,2,,3,0,,0,,boxcox
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,2,,3,0,,0,,log
,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,2,,3,0,,0,,none
,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,3,,3,0,,0,,none
,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,3,,3,0,,0,,none
,,,0,,0,,,,NBinomial2,1000,1,100,1,,1000,,3,,3,0,,0,,none
0.9998,0.0909090909090909,0.0,20,0.9523809523809523,0,0.0,0.21821789023599236,0.2181960671375283,NBinomial3,1000,1,100,1,0.99979999799998,1000,1.0,3,160.26077279431445,3,99979,1.0,1,0.047619047619047616,none
0.99985,0.4444444444444445,0.0,15,0.7142857142857143,0,0.0,0.5345224838248488,0.5344823907294287,NBinomial4,1000,1,100,1,0.9998499909994599,1000,1.0,3,3.6190188518041793,3,99979,1.0,6,0.2857142857142857,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,3,,3,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,3,,3,0,,0,,boxcox
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,3,,3,0,,0,,log
,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,3,,3,0,,0,,none
,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,4,,3,0,,0,,none
,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,4,,3,0,,0,,none
,,,0,,0,,,,NBinomial2,1000,1,100,1,,1000,,4,,3,0,,0,,none
0.99981,0.3448275862068965,0.375,16,0.7619047619047619,3,3.0006301323277887e-05,0.3857583749052298,0.38568468518549054,NBinomial3,1000,1,100,1,0.9998399871989759,1000,0.625,4,0.04448006452853613,3,99976,0.9999699936986767,5,0.23809523809523808,none
0.99988,0.6,0.0,12,0.5714285714285714,0,0.0,0.6546536707079771,0.6546143867736272,NBinomial4,1000,1,100,1,0.9998799891990279,1000,1.0,4,0.6973737290789184,3,99979,1.0,9,0.42857142857142855,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,4,,3,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,4,,3,0,,0,,boxcox
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,4,,3,0,,0,,log
,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,4,,3,0,,0,,none
,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,5,,3,0,,0,,none
,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,5,,3,0,,0,,none
,,,0,,0,,,,NBinomial2,1000,1,100,1,,1000,,5,,3,0,,0,,none
0.99977,,1.0,21,1.0,2,2.000420088218526e-05,0.0,-6.481486098560264e-05,NBinomial3,1000,1,100,1,0.999789995799916,1000,0.0,5,,3,99977,0.9999799957991178,0,0.0,none
,,,0,,0,,,,NBinomial4,1000,1,100,1,,1000,,5,,3,0,,0,,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,5,,3,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,5,,3,0,,0,,boxcox
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,5,,3,0,,0,,log
,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,5,,3,0,,0,,none
,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,6,,3,0,,0,,none
,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,6,,3,0,,0,,none
,,,0,,0,,,,NBinomial2,1000,1,100,1,,1000,,6,,3,0,,0,,none
,,,0,,0,,,,NBinomial3,1000,1,100,1,,1000,,6,,3,0,,0,,none
0.99985,0.4444444444444445,0.0,15,0.7142857142857143,0,0.0,0.5345224838248488,0.5344823907294287,NBinomial4,1000,1,100,1,0.9998499909994599,1000,1.0,6,2.1964075706958117,3,99979,1.0,6,0.2857142857142857,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,6,,3,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,6,,3,0,,0,,boxcox
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,6,,3,0,,0,,log
,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,6,,3,0,,0,,none
,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,7,,3,0,,0,,none
,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,7,,3,0,,0,,none
,,,0,,0,,,,NBinomial2,1000,1,100,1,,1000,,7,,3,0,,0,,none
,,,0,,0,,,,NBinomial3,1000,1,100,1,,1000,,7,,3,0,,0,,none
,,,0,,0,,,,NBinomial4,1000,1,100,1,,1000,,7,,3,0,,0,,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,7,,3,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,7,,3,0,,0,,boxcox
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,7,,3,0,,0,,log
,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,7,,3,0,,0,,none
,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,8,,3,0,,0,,none
,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,8,,3,0,,0,,none
,,,0,,0,,,,NBinomial2,1000,1,100,1,,1000,,8,,3,0,,0,,none
,,,0,,0,,,,NBinomial3,1000,1,100,1,,1000,,8,,3,0,,0,,none
,,,0,,0,,,,NBinomial4,1000,1,100,1,,1000,,8,,3,0,,0,,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,8,,3,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,8,,3,0,,0,,boxcox
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,8,,3,0,,0,,log
,,,0,,0,,,,Poisson,1000,1,100,1,,1000,,8,,3,0,,0,,none
,,,0,,0,,,,Binomial,1000,1,100,1,,1000,,9,,3,0,,0,,none
,,,0,,0,,,,NBinomial,1000,1,100,1,,1000,,9,,3,0,,0,,none
,,,0,,0,,,,NBinomial2,1000,1,100,1,,1000,,9,,3,0,,0,,none
0.99978,,1.0,21,1.0,1,1.000210044109263e-05,0.0,-4.583079856657992e-05,NBinomial3,1000,1,100,1,0.999789997899979,1000,0.0,9,,3,99978,0.9999899978995589,0,0.0,none
,,,0,,0,,,,NBinomial4,1000,1,100,1,,1000,,9,,3,0,,0,,none
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,9,,3,0,,0,,blom
,,,0,,0,,,,Normal,1000,1,100,1,,1000,,9,,3,0,,0,,boxcox
