GROUP	NSAMPLES	MODEL	TRANS	REP	CCC	DEV	NRMSD	R2
genes_protein_coding	226	Binomial	none	30	0.982952176137	144.0020622	0.0410245461431	0.00412185416928
genes_protein_coding	226	Binomial	none	31	0.982912718961	143.690760285	0.0411311891849	0.00498676806003
genes_protein_coding	226	Binomial	none	32	0.983289427494	140.083867143	0.0405963583153	0.00558606205013
genes_protein_coding	226	Binomial	none	33	0.983146702167	143.395354915	0.0408750211184	0.00482852297136
genes_protein_coding	226	Binomial	none	34	0.983287305344	138.493135938	0.0406842380711	0.00398355383467
genes_protein_coding	226	Binomial	none	35	0.983286147429	141.785481108	0.0405917132476	0.00598417664651
genes_protein_coding	226	Binomial	none	36	0.982835932775	143.577641541	0.0412171786849	0.00537857493852
genes_protein_coding	226	Binomial	none	37	0.982950239246	140.678852547	0.0410641912451	0.00559716279116
genes_protein_coding	226	Binomial	none	38	0.982835117282	142.973930421	0.0411037780886	0.00323727977371
genes_protein_coding	226	Binomial	none	39	0.982277600043	150.969415966	0.0418842601673	0.00274255411647
genes_protein_coding	226	Binomial	none	4	0.983095303514	146.794452067	0.0408468342743	0.00371220969986
genes_protein_coding	226	Binomial	none	40	0.982796818986	148.289897924	0.041547829186	0.00638172635877
genes_protein_coding	226	Binomial	none	41	0.983080486794	143.659813763	0.0412032953574	0.0039336722741
genes_protein_coding	226	Binomial	none	42	0.983424272115	141.353027259	0.0404236148531	0.00392367416443
genes_protein_coding	226	Binomial	none	43	0.98316443993	139.510527155	0.0407438172374	0.00581628634502
genes_protein_coding	226	Binomial	none	44	0.982651689885	148.709953329	0.0413677360061	0.00484983971956
genes_protein_coding	226	Binomial	none	45	0.983041930694	141.789546714	0.0408699628641	0.00343725952105
genes_protein_coding	226	Binomial	none	46	0.982898459973	141.601617444	0.0411540600111	0.00403162680144
genes_protein_coding	226	Binomial	none	47	0.98312999213	141.853904773	0.0408803444677	0.00604963066185
genes_protein_coding	226	Binomial	none	48	0.982992421048	147.953608006	0.0413060964593	0.00549166702744
genes_protein_coding	226	Binomial	none	49	0.982688229627	144.887524709	0.041672641393	0.00279197655315
genes_protein_coding	226	Binomial	none	5	0.98344454968	142.033104008	0.0403959458974	0.00637734567338
genes_protein_coding	226	Binomial	none	50	0.983208955249	141.379669926	0.0407636055457	0.00486270420398
genes_protein_coding	226	Binomial	none	51	0.983545132436	140.733886249	0.0402908810481	0.00521991463076
genes_protein_coding	226	Binomial	none	52	0.983851930184	137.909094211	0.0398866057698	0.00344466760406
genes_protein_coding	226	Binomial	none	53	0.983292097813	139.117335315	0.0405895118116	0.00398318710643
genes_protein_coding	226	Binomial	none	54	0.982628174188	147.418726729	0.0414052574624	0.00274970049318
genes_protein_coding	226	Binomial	none	55	0.982565290702	149.109130669	0.0414906354194	0.00443772545463
genes_protein_coding	226	Binomial	none	56	0.983176695304	145.968092674	0.0407570663152	0.00508606537608
genes_protein_coding	226	Binomial	none	57	0.983129367157	141.143874065	0.0407945001187	0.00685492960859
genes_protein_coding	226	Binomial	none	58	0.983008388759	143.309920891	0.0412883913369	0.00338273757142
genes_protein_coding	226	Binomial	none	59	0.982748908233	148.029114918	0.0412519336612	0.00336211124276
genes_protein_coding	226	Binomial	none	6	0.983511260157	142.209842893	0.0404172996256	0.00346174691022
genes_protein_coding	226	Binomial	none	60	0.983028687968	141.685342054	0.0409884617736	0.00578442682328
genes_protein_coding	226	Binomial	none	61	0.982830052424	145.131335017	0.0411547867671	0.0043867627802
genes_protein_coding	226	Binomial	none	62	0.983386470188	139.403949378	0.0405380626356	0.00370903311084
genes_protein_coding	226	Binomial	none	63	0.983363092389	142.580964631	0.0405031545044	0.00537267504158
genes_protein_coding	226	Binomial	none	64	0.982794149958	147.428268983	0.0411894359486	0.00442020298313
genes_protein_coding	226	Binomial	none	65	0.983474229208	142.719512929	0.0403781607751	0.00513750072942
genes_protein_coding	226	Binomial	none	66	0.982922314952	146.173799292	0.0410375380272	0.00596843411333
genes_protein_coding	226	Binomial	none	67	0.982917291031	147.987339191	0.0410540161072	0.00474286030831
genes_protein_coding	226	Binomial	none	68	0.982528726858	148.15656456	0.0419454330002	0.00635829630631
genes_protein_coding	226	Binomial	none	69	0.982930650387	143.901540681	0.0410547026064	0.00524399919519
genes_protein_coding	226	Binomial	none	7	0.983061218798	144.29458672	0.0408684013472	0.00388763693452
genes_protein_coding	226	Binomial	none	70	0.982871534735	145.007528942	0.0410937106618	0.00442794853217
genes_protein_coding	226	Binomial	none	71	0.983114998348	142.484751113	0.0408008961338	0.00659420517865
genes_protein_coding	226	Binomial	none	72	0.982750372199	150.031540383	0.04126407521	0.00447992498106
genes_protein_coding	226	Binomial	none	73	0.983242412648	141.361837604	0.0407608680281	0.00457119208423
genes_protein_coding	226	Binomial	none	74	0.982831209696	148.599397475	0.0412293434996	0.00317728122748
genes_protein_coding	226	Binomial	none	75	0.98337351098	140.489324162	0.0411161735253	0.00591575245569
genes_protein_coding	226	Binomial	none	76	0.983482589838	139.115589786	0.040739755939	0.00491948409217
genes_protein_coding	226	Binomial	none	77	0.983190395833	144.584737326	0.0407085609481	0.00483344945339
genes_protein_coding	226	Binomial	none	78	0.983182941358	141.782823641	0.040808821734	0.00537382750765
genes_protein_coding	226	Binomial	none	79	0.983249064968	143.794795861	0.0406321081846	0.00545542486216
genes_protein_coding	226	Binomial	none	8	0.98302160143	143.293371073	0.0410113497166	0.0051340252247
genes_protein_coding	226	Binomial	none	80	0.983338927079	143.069093414	0.0405342506613	0.00338815768378
genes_protein_coding	226	Binomial	none	81	0.983467305425	138.780020341	0.0403705418559	0.00502498722967
genes_protein_coding	226	Binomial	none	82	0.983150425313	147.639471164	0.0407534787133	0.00340050058833
genes_protein_coding	226	Binomial	none	83	0.983232916222	142.751174635	0.0406651297958	0.00379615175247
genes_protein_coding	226	Binomial	none	84	0.98304654172	141.548892293	0.0409808867936	0.00341680628296
genes_protein_coding	226	Binomial	none	85	0.983206525281	140.02091125	0.0407662916082	0.00470048777523
genes_protein_coding	226	Binomial	none	86	0.983502255433	139.893948374	0.040421394302	0.00436430384836
genes_protein_coding	226	Binomial	none	87	0.983393403952	138.3818464	0.0405323214804	0.00370039808958
genes_protein_coding	226	Binomial	none	88	0.983076773126	145.952362779	0.0409387347471	0.00551240263977
genes_protein_coding	226	Binomial	none	89	0.982874581759	141.029171319	0.0411545276569	0.00497708670266
genes_protein_coding	226	Binomial	none	9	0.98299750036	143.552242614	0.0409315404099	0.00338826331671
genes_protein_coding	226	Binomial	none	90	0.982888672034	142.96721811	0.0414243667401	0.00355419109898
genes_protein_coding	226	Binomial	none	91	0.982976763475	140.62592532	0.041333700799	0.00508525576472
genes_protein_coding	226	Binomial	none	92	0.98333791428	141.434223259	0.0405184433776	0.0039518978521
genes_protein_coding	226	Binomial	none	93	0.98287050057	143.610114583	0.041100233919	0.00581801016099
genes_protein_coding	226	Binomial	none	94	0.983315323032	143.128142059	0.0405521968018	0.00415333393488
genes_protein_coding	226	Binomial	none	95	0.982768011788	151.211959091	0.0412464828427	0.00480514339684
genes_protein_coding	226	Binomial	none	96	0.9831136109	143.192507078	0.040812486309	0.00497760213304
genes_protein_coding	226	Binomial	none	97	0.982925002432	143.32549139	0.0411047630151	0.00390438818365
genes_protein_coding	226	Binomial	none	98	0.983207047994	144.791499064	0.0407185138665	0.00299023151272
genes_protein_coding	226	Binomial	none	99	0.983103805652	141.580137042	0.0412098451732	0.00593103192784
genes_protein_coding	226	NBinomial	none	1	0.977681492446	0.943817868361	0.0465245123882	5.10202653459e-07
genes_protein_coding	226	NBinomial	none	10	0.977180227509	0.980008414604	0.0466371724857	9.86594369232e-05
genes_protein_coding	226	NBinomial	none	100	0.977884158596	0.896469759211	0.0459742776484	9.08000755e-05
genes_protein_coding	226	NBinomial	none	11	0.97711853249	0.966450813615	0.0473765674683	-5.67435876064e-10
genes_protein_coding	226	NBinomial	none	12	0.978143459125	0.908048220015	0.0457203966928	3.34288596804e-10
genes_protein_coding	226	NBinomial	none	13	0.977775466923	0.913355251091	0.0461044232198	-7.89250886868e-11
genes_protein_coding	226	NBinomial	none	14	0.977126270606	0.946655831643	0.0466511296916	1.51577639329e-10
genes_protein_coding	226	NBinomial	none	15	0.978233088989	0.840444404921	0.0454512879588	8.53165216357e-05
genes_protein_coding	226	NBinomial	none	16	0.977611454639	1.00648252825	0.0461626818784	-2.54939847011e-10
genes_protein_coding	226	NBinomial	none	17	0.978064840977	0.924759189678	0.0457849747224	-6.58316068325e-10
genes_protein_coding	226	NBinomial	none	18	0.977144504053	0.957985348621	0.0467529334823	4.87995754916e-10
genes_protein_coding	226	NBinomial	none	19	0.978319370918	0.93519485773	0.045443314676	1.78334458312e-10
genes_protein_coding	226	NBinomial	none	2	0.977706260244	0.924664925229	0.0467619348921	-3.35763639114e-10
genes_protein_coding	226	NBinomial	none	20	0.977846635442	0.91027382314	0.0459954488911	4.62035520954e-10
genes_protein_coding	226	NBinomial	none	21	0.977643787797	0.963085801875	0.0468294388832	-5.7783844376e-10
genes_protein_coding	226	NBinomial	none	22	0.977902561454	0.876419592907	0.0459433053488	-2.84317458465e-10
genes_protein_coding	226	NBinomial	none	23	0.977769694944	0.930079212395	0.0463829293378	7.62781393604e-10
genes_protein_coding	226	NBinomial	none	24	0.977214363574	0.913117344092	0.0465374468322	4.71791147805e-05
genes_protein_coding	226	NBinomial	none	25	0.977723519681	0.919379680417	0.0461137589505	-8.21988921373e-10
genes_protein_coding	226	NBinomial	none	26	0.977759172215	0.971066263136	0.0460313314458	6.2970033355e-05
genes_protein_coding	226	NBinomial	none	27	0.977150438556	0.947314356001	0.0467207607875	1.39948497235e-10
genes_protein_coding	226	NBinomial	none	28	0.977545558821	0.922955720242	0.0463063649644	-3.99591915112e-10
genes_protein_coding	226	NBinomial	none	29	0.977649907939	0.969943798315	0.0461141603634	-6.82018885811e-11
genes_protein_coding	226	NBinomial	none	3	0.977817717622	0.948293344233	0.0459510496724	0.000117792264691
genes_protein_coding	226	NBinomial	none	30	0.977510495931	0.947823559036	0.0462603458167	7.63021730656e-05
genes_protein_coding	226	NBinomial	none	31	0.977708623682	0.940510395833	0.0461503106661	9.6048946574e-11
genes_protein_coding	226	NBinomial	none	32	0.97765213749	0.883610881912	0.0460957452639	-8.72064420676e-10
genes_protein_coding	226	NBinomial	none	33	0.977694663451	0.90625620759	0.0461566391379	6.12139228195e-10
genes_protein_coding	226	NBinomial	none	34	0.977576580893	0.881000368767	0.0462696393091	-3.25850679772e-10
genes_protein_coding	226	NBinomial	none	35	0.976961025114	0.917503621789	0.0467524689394	0.000123016392855
genes_protein_coding	226	NBinomial	none	36	0.97770502092	0.938652182544	0.0461729540827	8.22127921296e-11
genes_protein_coding	226	NBinomial	none	37	0.977858108087	0.931301145613	0.0459936690506	0.000106285854691
genes_protein_coding	226	NBinomial	none	38	0.977711283705	0.944461858852	0.0460294839445	9.88424224735e-05
genes_protein_coding	226	NBinomial	none	39	0.977858975868	1.01444166544	0.0460506627764	4.8125781138e-10
genes_protein_coding	226	NBinomial	none	4	0.977572266762	0.96169020781	0.0461958132771	2.66980881847e-10
genes_protein_coding	226	NBinomial	none	40	0.977463715874	1.00679586335	0.0467362630548	2.14578688151e-10
genes_protein_coding	226	NBinomial	none	41	0.977724423857	0.939624961695	0.0464322516297	-1.70138791944e-10
genes_protein_coding	226	NBinomial	none	42	0.977538708094	0.909263018034	0.046188671755	-3.04449798705e-10
genes_protein_coding	226	NBinomial	none	43	0.976676660578	0.916557729581	0.0470843020151	1.36502587011e-10
genes_protein_coding	226	NBinomial	none	44	0.977877638319	0.984428398131	0.045918792007	-1.60151891748e-10
genes_protein_coding	226	NBinomial	none	45	0.97718046346	0.925432279207	0.0465550283734	1.41218998058e-05
genes_protein_coding	226	NBinomial	none	46	0.977629376691	0.914671358525	0.0462291556259	4.24149604328e-10
genes_protein_coding	226	NBinomial	none	47	0.978154194026	0.922067959442	0.0457056176805	4.18473349183e-05
genes_protein_coding	226	NBinomial	none	48	0.977790303801	0.967171166048	0.0463727299903	5.82495163215e-11
genes_protein_coding	226	NBinomial	none	49	0.978051013166	0.954563478659	0.0461234501394	-2.00421457208e-10
genes_protein_coding	226	NBinomial	none	5	0.977364387599	0.918062226023	0.0463690000373	2.80247596589e-05
genes_protein_coding	226	NBinomial	none	50	0.977757962011	0.923208429327	0.0461102865193	5.2022930408e-10
genes_protein_coding	226	NBinomial	none	51	0.977659993076	0.892583965191	0.046069947393	-4.07198719188e-11
genes_protein_coding	226	NBinomial	none	52	0.977958684867	0.845903846737	0.0457210695461	-9.72979474767e-11
genes_protein_coding	226	NBinomial	none	53	0.977269576685	0.896423749349	0.0464834474178	-7.64972529765e-11
genes_protein_coding	226	NBinomial	none	54	0.977941536788	0.996872982312	0.0458588844305	-2.36721531266e-10
genes_protein_coding	226	NBinomial	none	55	0.977571673261	1.00342386384	0.0462540256955	-4.68122651753e-10
genes_protein_coding	226	NBinomial	none	56	0.97774322469	0.931786175682	0.0460339161766	4.63527882744e-10
genes_protein_coding	226	NBinomial	none	57	0.97801679446	0.891090888483	0.0457305868302	-7.87518938949e-11
genes_protein_coding	226	NBinomial	none	58	0.977637791822	0.935703943875	0.046544609939	0.000106316971803
genes_protein_coding	226	NBinomial	none	59	0.977098754574	1.00025783903	0.0466983213014	2.55877430355e-10
genes_protein_coding	226	NBinomial	none	6	0.978353390887	0.877440023829	0.045440430887	8.95448160065e-11
genes_protein_coding	226	NBinomial	none	60	0.97741461154	0.914757676621	0.0464274446646	-5.97382143752e-11
genes_protein_coding	226	NBinomial	none	61	0.977704576145	0.96360964815	0.0460746020146	1.73636771628e-10
genes_protein_coding	226	NBinomial	none	62	0.977427415344	0.915299720597	0.0463909090162	1.26543220347e-11
genes_protein_coding	226	NBinomial	none	63	0.977642349572	0.91446253397	0.0461031879248	-2.22200258193e-10
genes_protein_coding	226	NBinomial	none	64	0.97830531373	0.979611066532	0.0454661383204	2.42448394694e-10
genes_protein_coding	226	NBinomial	none	65	0.977482278557	0.916193464751	0.0462241491201	-1.81605841476e-10
genes_protein_coding	226	NBinomial	none	66	0.977948625961	0.937735010241	0.0458046568159	1.62960978045e-10
genes_protein_coding	226	NBinomial	none	67	0.977929692716	0.960539877342	0.0458379724569	6.5715566322e-10
genes_protein_coding	226	NBinomial	none	68	0.978141278984	0.988396516565	0.0461201070545	3.11382253315e-10
genes_protein_coding	226	NBinomial	none	69	0.977893955214	0.929908917395	0.0458916795724	3.31413824241e-05
genes_protein_coding	226	NBinomial	none	7	0.977566646442	0.947432996047	0.0461923334045	-2.16527462626e-10
genes_protein_coding	226	NBinomial	none	70	0.977439662155	0.940817931317	0.0463154577288	5.21853449342e-10
genes_protein_coding	226	NBinomial	none	71	0.977000541809	0.918974789666	0.046732736543	-1.56130663953e-11
genes_protein_coding	226	NBinomial	none	72	0.977937634175	0.987275048017	0.0458467181113	-2.80365508587e-10
genes_protein_coding	226	NBinomial	none	73	0.977106287288	0.91696109789	0.0467708596296	-8.93349172415e-10
genes_protein_coding	226	NBinomial	none	74	0.977951027939	0.970271255278	0.0459272025087	1.89029569775e-10
genes_protein_coding	226	NBinomial	none	75	0.977534614412	0.905147541872	0.0469174952185	3.93465260373e-11
genes_protein_coding	226	NBinomial	none	76	0.978082387212	0.880686017773	0.0460944557824	-2.45124809339e-10
genes_protein_coding	226	NBinomial	none	77	0.977588523337	0.937132117605	0.0461657986891	1.21863297231e-10
genes_protein_coding	226	NBinomial	none	78	0.978528418544	0.889126328032	0.0453034620184	-1.16122667038e-11
genes_protein_coding	226	NBinomial	none	79	0.97817131093	0.920488103995	0.0455687904698	-7.50277617811e-11
genes_protein_coding	226	NBinomial	none	8	0.978241673337	0.930363886533	0.0456339057467	3.19671067395e-10
genes_protein_coding	226	NBinomial	none	80	0.977509655165	0.91452869801	0.0462333068745	5.90509197096e-10
genes_protein_coding	226	NBinomial	none	81	0.978115535664	0.84952133175	0.0455964739765	9.03205967305e-05
genes_protein_coding	226	NBinomial	none	82	0.977392619218	0.946178459762	0.0463437265411	9.20798326476e-10
genes_protein_coding	226	NBinomial	none	83	0.977499191353	0.899518211491	0.0462341029511	8.79801173574e-05
genes_protein_coding	226	NBinomial	none	84	0.977446758857	0.928604221646	0.0464289135862	-2.95056645783e-10
genes_protein_coding	226	NBinomial	none	85	0.977734335171	0.899767813056	0.0461129440079	2.43437825453e-10
genes_protein_coding	226	NBinomial	none	86	0.977979736038	0.890993600699	0.0458632403537	-2.92317281492e-11
genes_protein_coding	226	NBinomial	none	87	0.978093079799	0.876255008645	0.0457426450136	3.98232335996e-10
genes_protein_coding	226	NBinomial	none	88	0.977437000544	0.94407882331	0.0464051463251	1.81245018993e-11
genes_protein_coding	226	NBinomial	none	89	0.977585841968	0.916217598648	0.0462494109045	6.46268482609e-05
genes_protein_coding	226	NBinomial	none	9	0.977979257641	0.919527451668	0.0457914191713	0.000107227263431
genes_protein_coding	226	NBinomial	none	90	0.977406903657	0.942235064217	0.0467584266487	1.64093516553e-10
genes_protein_coding	226	NBinomial	none	91	0.977677203312	0.927650984121	0.0465192181305	2.13977169317e-10
genes_protein_coding	226	NBinomial	none	92	0.977980886717	0.90001072031	0.0457515501636	3.32064153952e-10
genes_protein_coding	226	NBinomial	none	93	0.977899777282	0.944243334237	0.0458860972251	1.86715976014e-10
genes_protein_coding	226	NBinomial	none	94	0.977781937114	0.899536342734	0.0459442053468	2.08357775477e-11
genes_protein_coding	226	NBinomial	none	95	0.977573610758	1.0022844481	0.0462061239112	9.28555787816e-10
genes_protein_coding	226	NBinomial	none	96	0.977687666007	0.935718306725	0.0460790958162	2.61781041289e-10
genes_protein_coding	226	NBinomial	none	97	0.97779274174	0.946156945363	0.0460521973828	-1.53580481665e-10
genes_protein_coding	226	NBinomial	none	98	0.977505003576	0.925823355513	0.046267681867	-1.44030343208e-10
genes_protein_coding	226	NBinomial	none	99	0.97752072534	0.927676196473	0.0466654878928	-2.38688846466e-10
genes_protein_coding	226	Normal	blom	1	0.979679197258	1.0649921505	0.0344668455351	0.000512866727757
genes_protein_coding	226	Normal	blom	10	0.979688730694	1.06929728047	0.0345109018763	0.000756850427732
genes_protein_coding	226	Normal	blom	100	0.979966115315	1.00768584766	0.0342317076746	0.000740828005684
genes_protein_coding	226	Normal	blom	11	0.979859367019	1.05920726686	0.0343662198307	0.000536354019598
genes_protein_coding	226	Normal	blom	12	0.980004929507	1.00083875343	0.0344303473487	0.000699971771495
genes_protein_coding	226	Normal	blom	13	0.980005739278	1.02051676409	0.0342409371932	0.000865650677577
genes_protein_coding	226	Normal	blom	14	0.979769893588	1.0517729528	0.0343954424098	0.000816453362625
genes_protein_coding	226	Normal	blom	15	0.980490083012	0.957071572248	0.0337621662466	0.000335719243869
genes_protein_coding	226	Normal	blom	16	0.979348057877	1.1128566152	0.0347515273122	0.000856928523947
genes_protein_coding	226	Normal	blom	17	0.979817753472	1.04198273678	0.0343549293595	0.000811106920645
genes_protein_coding	226	Normal	blom	18	0.979831894318	1.05008106456	0.0343447967393	0.0005055428085
genes_protein_coding	226	Normal	blom	19	0.979841517417	1.03763674364	0.0343748907387	0.000693960034607
genes_protein_coding	226	Normal	blom	2	0.979780332517	1.03451225228	0.0344234992564	0.000670583472527
genes_protein_coding	226	Normal	blom	20	0.980036981657	1.02407051037	0.0343451879102	0.000804971541648
genes_protein_coding	226	Normal	blom	21	0.979565403623	1.08313428546	0.0346063333617	0.000870644574185
genes_protein_coding	226	Normal	blom	22	0.980177008974	0.988671965351	0.0340459774345	0.000235679830258
genes_protein_coding	226	Normal	blom	23	0.97986577211	1.02311565259	0.0343107274312	0.000626560826674
genes_protein_coding	226	Normal	blom	24	0.980067836994	1.00234355698	0.0341316560292	0.000671121419056
genes_protein_coding	226	Normal	blom	25	0.979897962799	1.02266791516	0.0342746679944	0.000722076658927
genes_protein_coding	226	Normal	blom	26	0.979627692096	1.0599567212	0.0345580863545	0.000748068330226
genes_protein_coding	226	Normal	blom	27	0.979820269209	1.0661961758	0.0343960286734	0.000766327400502
genes_protein_coding	226	Normal	blom	28	0.979910444194	1.03410888253	0.0342788526733	0.000653837158641
genes_protein_coding	226	Normal	blom	29	0.979632925953	1.08597749653	0.0345116304062	0.000749083544418
genes_protein_coding	226	Normal	blom	3	0.979870384125	1.03427857977	0.0343456558604	0.000780680650185
genes_protein_coding	226	Normal	blom	30	0.979699934773	1.07258103352	0.0345814264869	0.000567932230652
genes_protein_coding	226	Normal	blom	31	0.979720143966	1.0463971768	0.0344697714186	0.000678351329465
genes_protein_coding	226	Normal	blom	32	0.980152094017	0.973781567647	0.0342997176987	0.000627387405664
genes_protein_coding	226	Normal	blom	33	0.980007592892	1.00911629166	0.0343118471342	0.000647201920578
genes_protein_coding	226	Normal	blom	34	0.980043495658	1.00573179125	0.0342007563556	0.000705353892344
genes_protein_coding	226	Normal	blom	35	0.980001481675	1.03172775416	0.0342266076024	0.000518437893179
genes_protein_coding	226	Normal	blom	36	0.979816910978	1.05109365332	0.0343935939476	0.000599712009855
genes_protein_coding	226	Normal	blom	37	0.979849253768	1.03076187631	0.0343186107055	0.000687675228855
genes_protein_coding	226	Normal	blom	38	0.979678792236	1.05760014629	0.0344592080673	0.000595372146105
genes_protein_coding	226	Normal	blom	39	0.979169566189	1.13794993012	0.0349117441656	0.000723410196386
genes_protein_coding	226	Normal	blom	4	0.979695244914	1.07473503249	0.0345011578107	0.000598064144533
genes_protein_coding	226	Normal	blom	40	0.979569523221	1.08567398961	0.0345725090224	0.000892533002255
genes_protein_coding	226	Normal	blom	41	0.979897519398	1.03053433683	0.0344065016774	0.000685300960991
genes_protein_coding	226	Normal	blom	42	0.980115675703	1.01377198402	0.0340929956867	0.000847101497935
genes_protein_coding	226	Normal	blom	43	0.980053400268	1.01252931733	0.0341885476288	0.000879889891339
genes_protein_coding	226	Normal	blom	44	0.979434666686	1.08953371366	0.0347243456912	0.000703958625532
genes_protein_coding	226	Normal	blom	45	0.979895177247	1.03358308719	0.0343140983911	0.000668447167799
genes_protein_coding	226	Normal	blom	46	0.979740723422	1.05282877453	0.0344597340489	0.000788537891015
genes_protein_coding	226	Normal	blom	47	0.979933682696	1.04548892386	0.0342641948939	0.000831027320481
genes_protein_coding	226	Normal	blom	48	0.979704174133	1.06006890178	0.0344893924769	0.000791603424086
genes_protein_coding	226	Normal	blom	49	0.979642827759	1.05979714027	0.0345020475262	0.00060781451827
genes_protein_coding	226	Normal	blom	5	0.98021739068	1.00189227336	0.0342407193576	0.00077963945149
genes_protein_coding	226	Normal	blom	50	0.979980718961	1.01195075064	0.0343914930826	0.000794594013391
genes_protein_coding	226	Normal	blom	51	0.980305323379	0.986811539784	0.0341668627716	0.000708321049782
genes_protein_coding	226	Normal	blom	52	0.980494729412	0.943044797798	0.0337966757825	0.000534633173394
genes_protein_coding	226	Normal	blom	53	0.980172668536	1.0016953211	0.0340461483774	0.000785195999778
genes_protein_coding	226	Normal	blom	54	0.979430349841	1.11493927898	0.0347304217793	0.000702714991282
genes_protein_coding	226	Normal	blom	55	0.979357135522	1.10618790484	0.0347608873666	0.00067328186104
genes_protein_coding	226	Normal	blom	56	0.979916146533	1.03285989195	0.0342789665343	0.000875751126242
genes_protein_coding	226	Normal	blom	57	0.980033748744	1.00497844612	0.0342104657105	0.0008405249112
genes_protein_coding	226	Normal	blom	58	0.979854709613	1.04035798865	0.0343274633943	0.000663764467445
genes_protein_coding	226	Normal	blom	59	0.979568655662	1.08030966967	0.0346108345312	0.000781411551755
genes_protein_coding	226	Normal	blom	6	0.980162080575	0.990897723789	0.0340505062189	0.000679864839493
genes_protein_coding	226	Normal	blom	60	0.979880415836	1.02850877512	0.0344165118981	0.000763719233251
genes_protein_coding	226	Normal	blom	61	0.979648153695	1.07997590932	0.0345028284695	0.000998211146397
genes_protein_coding	226	Normal	blom	62	0.98007975504	1.00981398735	0.0341540863155	0.000590228399988
genes_protein_coding	226	Normal	blom	63	0.9800477911	1.01112176644	0.0341926016684	0.000702532937184
genes_protein_coding	226	Normal	blom	64	0.979560635692	1.07608677488	0.0346994656322	0.000947536961239
genes_protein_coding	226	Normal	blom	65	0.980032215925	1.03661375764	0.0342031694972	0.000733329807089
genes_protein_coding	226	Normal	blom	66	0.979756384753	1.04574338394	0.0344493518598	0.000724131222064
genes_protein_coding	226	Normal	blom	67	0.979706823382	1.06274429815	0.0344550485979	0.000754254159683
genes_protein_coding	226	Normal	blom	68	0.979386301704	1.09360013886	0.0348486570938	0.000929371315566
genes_protein_coding	226	Normal	blom	69	0.979824900668	1.02647704206	0.0345331530175	0.000645333004561
genes_protein_coding	226	Normal	blom	7	0.979788452698	1.05568570865	0.0343779190476	0.000600923157279
genes_protein_coding	226	Normal	blom	70	0.979700299868	1.04895261651	0.0344555096235	0.000817831647882
genes_protein_coding	226	Normal	blom	71	0.980013799995	1.02026438783	0.0342149736282	0.000819912153994
genes_protein_coding	226	Normal	blom	72	0.979532029398	1.09727512711	0.0346031317644	0.000579639758248
genes_protein_coding	226	Normal	blom	73	0.980017741099	1.02537685175	0.0343084973067	0.000749164258387
genes_protein_coding	226	Normal	blom	74	0.979630045188	1.06512962746	0.0348059589163	0.000582025579729
genes_protein_coding	226	Normal	blom	75	0.980123807051	1.00524629776	0.0340888970425	0.000826522552063
